"","Query Mass","Database Mass (neutral mass)","rt","Isotope","Adduct","Name","spectra","Biofluid","ENTRY","p.adj","p","Fisher.Test","Mean Class plasma","Mean Class plasma_ringer_palm","Median Class plasma","Median Class plasma_ringer_palm","plasma","plasma_ringer_palm","X1","X2","X3","X4","X5","X6","X7","X8"
"412",472.358,"Unknown","5.83","[111][M]+","[M+K]+ 433.4 [M+Na]+ 449.374 [M+NH4]+ 454.33 [M+H]+ 471.356","Unknown","1","unknown","unknown",0.332325178639381,0.332325178639381,NA,27017158.6935424,54768916.5117605,14617744.4620217,41662434.7654068,2,4,78653895.0697965,179250.780329779,383488.222523835,28852000.7015195,47997702.1635864,109390092.19044,35327167.3672273,26360704.3257882
"413",723.9715,"Unknown","6.86","","","Unknown","15","unknown","unknown",0.232708187706071,0.232708187706071,NA,1164974.54373224,2032598.26786996,1276096.97263801,1763846.34400689,2,4,1937825.88620415,2107704.22965293,0,614368.059071861,3173791.30294861,1990981.01035767,1536711.6776561,1428909.08051744
"414",730.4807,"Unknown","6.85","","","Unknown","15","unknown","unknown",0.730766480794321,0.730766480794321,NA,2420758.55884323,2136004.5922718,2629634.80941299,2028896.37397677,4,3,2366884.31510927,2892385.3037167,1086766.28881405,3336998.32773288,3677315.69803284,2498297.13932421,808909.923100823,1559495.60862934
"415",738.4899,"Unknown","6.85","[164][M]+","[M+K]+ 699.535","Unknown","15","unknown","unknown",0.702318526353701,0.702318526353701,NA,16711950.0808196,18248190.7922645,19370203.8047915,17626239.3802042,4,4,19501467.8421158,19861896.256171,8245496.45752439,19238939.7674672,25142322.3256056,17599434.0156673,17653044.7447412,12597962.083044
"416",738.9884,"Unknown","6.85","","","Unknown","15","unknown","unknown",0.411563765557323,0.411563765557323,NA,10477739.0341933,13824405.4384523,10892834.4187865,13328759.6652706,3,4,3790482.70326829,16334804.595932,5959681.28797853,15825987.5495944,18414423.2489192,12219861.3404125,14437657.9901288,10225679.1743486
"417",738.9949,"Unknown","6.85","","","Unknown","15","unknown","unknown",0.411052471809973,0.411052471809973,NA,13363710.7425574,10372310.5145885,15446191.9208854,11399876.0878501,4,3,14765460.7949089,16530756.3957872,6031702.7326714,16126923.046862,3959757.91841958,12380173.9504617,14729731.9642342,10419578.2252386
"418",739.0016,"Unknown","6.86","[165][M]2+","","Unknown","15","unknown","unknown",0.313373057688902,0.313373057688902,NA,8697652.97773932,13350794.6580499,8850085.17297552,12885612.7962828,2,4,14147645.3932383,15871004.7683407,1219436.79666549,3552524.95271275,17862058.752279,12001249.1042216,13769976.4883441,9769894.28735488
"419",739.494,"Unknown","6.85","[164][M+1]+","","Unknown","15","unknown","unknown",0.822270562478114,0.822270562478114,NA,5763976.43286356,6086909.79505021,6579427.86311734,6069807.17750834,4,4,6506444.08542736,7529297.75278569,2367752.25243388,6652411.64080732,7849023.4921234,6443925.3210314,5695689.03398528,4359001.33306075
"420",739.5008,"Unknown","6.85","[165][M+1]2+","","Unknown","15","unknown","unknown",0.144797959872429,0.144797959872429,NA,5474957.70144573,2663712.71585436,6182755.45676271,1602236.32677507,4,1,5868418.45932678,7330283.45557106,2204036.43668642,6497092.45419865,1745441.07847977,6352213.34944382,1459031.57507038,1098164.86042346
"421",740.9657,"Unknown","6.85","","[M+K]+ 702.006 [M+Na]+ 717.98 [M+NH4]+ 722.935 [M+H]+ 739.962","Unknown","15","unknown","unknown",0.591501905924183,0.591501905924183,NA,8366619.55675159,9994779.77106156,10526333.5418082,9270362.85724386,3,4,11305280.7236243,10235558.3138605,1108530.41976567,10817108.7697558,14157113.2724275,8951512.95797335,9589212.75651437,7281280.09733107
"422",740.9722,"Unknown","6.85","","[M+K]+ 702.006 [M+Na]+ 717.98 [M+NH4]+ 722.935 [M+H]+ 739.962","Unknown","15","unknown","unknown",0.758094122165621,0.758094122165621,NA,9146588.74966242,8187905.97199831,10529035.3934839,8403705.20083499,4,3,11213877.69094,10181924.5458131,4314406.52074185,10876146.2411548,13897473.1846364,2046740.30168684,9527439.01059912,7279971.39107086
"423",472.3691,"Unknown","5.83","","[M+K]+ 433.4 [M+Na]+ 449.374 [M+NH4]+ 454.33 [M+H]+ 471.356","Unknown","1","unknown","unknown",0.920719049541996,0.920719049541996,NA,51566265.3029315,48576707.1815818,48511978.833049,39341616.2134463,4,3,85062909.4781482,24178194.0674799,65751330.8601298,31272626.8059682,50517869.7831089,115618346.043011,5250.25642397018,28165362.6437837
"424",741.4796,"Unknown","6.85","","","Unknown","15","unknown","unknown",0.397950811028332,0.397950811028332,NA,10123332.3012682,6008701.64088519,7738414.89426858,6117704.55800955,4,3,21645047.9651667,7605940.70682093,3371451.45136883,7870889.08171623,10353679.0117355,1445718.43578616,6642643.83885272,5592765.27716638
"425",741.9744,"Unknown","6.85","","","Unknown","15","unknown","unknown",0.403144595150436,0.403144595150436,NA,2071258.47056116,2967730.79708491,2175858.78841378,2742097.25122247,2,4,3513558.0146716,838159.562155962,378949.375185997,3554366.93023109,4228338.62480646,2266432.64359811,3217761.85884684,2158390.06108825
"426",743.4473,"Unknown","6.85","[169][M]2+","","Unknown","15","unknown","unknown",0.320805345293076,0.320805345293076,NA,1758987.31000135,2496553.31385197,1755571.89457298,2487571.55261069,3,4,2634540.18732238,2921646.88445863,876603.601823578,603158.566400792,3175744.47410168,2320873.22968262,2654269.87553875,1835325.67608484
"427",743.9504,"Unknown","6.85","[169][M+1]2+","","Unknown","15","unknown","unknown",0.337265738157323,0.337265738157323,NA,1214638.68171166,1850875.14518577,1181963.22623274,1973278.36927104,2,4,409141.990415471,1954784.46205,199305.221328294,2295323.05305288,2290323.77829492,1767708.10275312,2178848.63578896,1166620.06390608
"428",746.5567,"Unknown","6.81","","[M+H+HCOOH]+ 699.535","Unknown","15","unknown","unknown",0.205297931511514,0.205297931511514,NA,8742629.06929282,4711879.66042384,7794117.29476941,4081305.97270798,4,2,7587256.0041177,7395450.81513656,11986830.8724959,8000978.58542111,10139793.1443359,7590076.59067103,545113.551943478,572535.354744926
"429",751.9891,"Unknown","6.84","","[M+H]+ 750.985 [M+H]+ 750.985","Unknown","15","unknown","unknown",0.911963989120078,0.911963989120078,NA,3023176.61354987,2902788.20998084,3057629.95667333,3382476.83427377,4,3,2582985.20936718,3532274.70397948,1684671.40499414,4292775.13585869,4426179.48360581,3154034.89122681,3610918.77732074,420019.687770003
"430",751.9948,"Unknown","6.84","","[M+H]+ 750.985 [M+H]+ 750.985","Unknown","15","unknown","unknown",0.00305177530922704,0.00305177530922704,NA,764981.584171676,3426213.53439696,669673.662995994,3380432.98036453,1,4,195050.119973719,43122.3218664527,1677456.68882826,1144297.20601827,4409717.81975651,3132168.70885388,3628697.25187518,2534270.35710226
"431",760.5027,"Unknown","6.84","[170][M]2+","","Unknown","15","unknown","unknown",0.356035400883871,0.356035400883871,NA,15816579.8243249,21072582.1665992,16132449.0301583,20100728.5823641,3,4,20733617.6645381,24986734.6654968,11531280.3957784,6014686.57148613,29013192.2200701,19630929.2960491,20570527.8686791,15075679.2815985
"432",760.51,"759.505005","6.84","","[M+NH4]+ 742.471"," PS(16:0/18:2(9Z,12Z)) ","15","Blood","HMDB12358 ",0.454791875989191,0.454791875989191,NA,20002795.6740446,14393312.8625558,21865117.4056007,12569749.4514133,4,2,20479343.2345562,24791950.9936778,11488996.8912993,23250891.5766452,28664851.2930446,4456102.73620937,20683396.1666172,3768901.25435208
"433",760.51,"759.505005","6.84","","[M+NH4]+ 742.471"," PS(16:1(9Z)/18:1(9Z)) ","15","Blood","HMDB12368 ",0.454791875989191,0.454791875989191,NA,20002795.6740446,14393312.8625558,21865117.4056007,12569749.4514133,4,2,20479343.2345562,24791950.9936778,11488996.8912993,23250891.5766452,28664851.2930446,4456102.73620937,20683396.1666172,3768901.25435208
"434",473.3732,"Unknown","5.83","[111][M+1]+","","Unknown","1","unknown","unknown",0.833593712868558,0.833593712868558,NA,6500816.14568385,7161683.32501073,6262327.71926602,5394663.85216384,4,4,10469632.9910609,3008976.15314246,8587880.62545713,3936774.8130749,6240322.04577631,14187949.1523465,4549005.65855137,3669456.44336876
"435",760.51,"759.505005","6.84","","[M+NH4]+ 742.471"," PS(18:1(9Z)/16:1(9Z)) ","15","Blood","HMDB12388 ",0.454791875989191,0.454791875989191,NA,20002795.6740446,14393312.8625558,21865117.4056007,12569749.4514133,4,2,20479343.2345562,24791950.9936778,11488996.8912993,23250891.5766452,28664851.2930446,4456102.73620937,20683396.1666172,3768901.25435208
"436",760.51,"759.505005","6.84","","[M+NH4]+ 742.471"," PS(18:2(9Z,12Z)/16:0) ","15","Blood","HMDB12398 ",0.454791875989191,0.454791875989191,NA,20002795.6740446,14393312.8625558,21865117.4056007,12569749.4514133,4,2,20479343.2345562,24791950.9936778,11488996.8912993,23250891.5766452,28664851.2930446,4456102.73620937,20683396.1666172,3768901.25435208
"437",761.0024,"Unknown","6.84","[170][M+1]2+","","Unknown","15","unknown","unknown",0.135655945850968,0.135655945850968,NA,8738070.79970077,16509803.7371769,6307939.40990828,15933280.5539446,2,4,4628693.47715043,19515826.4964038,7987185.34266613,2820577.88258277,22406893.2526518,16222232.2905131,15644328.8173762,11765760.5881665
"438",765.4574,"Unknown","6.84","","[M+Na]+ 742.471","Unknown","15","unknown","unknown",0.868707645759456,0.868707645759456,NA,2847311.53230295,2965652.15415137,3177181.49479822,2657946.58311665,4,4,3301057.24676756,3368161.16630955,1666721.97330582,3053305.74282888,4513673.18703219,2997294.53192459,2318598.63430872,2033042.26333997
"439",774.0053,"Unknown","6.84","","","Unknown","15","unknown","unknown",0.569394187835757,0.569394187835757,NA,2320968.07557758,3011403.15664178,2231665.79995413,3220454.38043395,2,4,610043.03132154,4442516.53960982,378024.162792223,3853288.56858673,3410840.02833438,3341127.1694203,3099781.5914476,2193863.83736483
"440",783.0156,"Unknown","6.83","","[M+NH4]+ 764.987","Unknown","15","unknown","unknown",0.585183227509673,0.585183227509673,NA,17740272.8779045,14791424.5186529,19261070.2542696,14910162.1810802,4,3,18300114.6451588,22215282.3605764,10223668.6425022,20222025.8633805,24724331.7492465,4621041.96320494,18189386.0345571,11630938.3276032
"441",783.0297,"Unknown","6.83","","[M+NH4]+ 764.987","Unknown","15","unknown","unknown",0.980052192940421,0.980052192940421,NA,17140234.0632684,17046895.8347455,18588259.2432487,16860570.540169,4,4,17414170.8447614,21415098.379906,9969319.38667017,19762347.641736,23397116.5215546,16109055.3360174,17612085.7443206,11069325.7370894
"442",784.9879,"Unknown","6.83","","[M+H]+ 783.989 [M+H]+ 783.989","Unknown","15","unknown","unknown",0.128179356996099,0.128179356996099,NA,11296254.5916194,6552319.68807598,12120273.2819125,6463230.01182899,4,2,11808748.780358,14460101.1332934,6484370.66935913,12431797.7834671,3784448.1648068,2358169.33848383,10924649.3901621,9142011.85885118
"443",784.9953,"Unknown","6.83","","[M+H]+ 783.989 [M+H]+ 783.989","Unknown","15","unknown","unknown",0.250511458004573,0.250511458004573,NA,7928566.8495341,12774848.483987,7565723.58103039,12063981.1260058,2,4,12061509.8008953,14844815.9211653,1738004.31491028,3069937.36116544,17556300.0809802,12778572.4106196,11349389.841392,9415131.60295618
"444",785.0044,"Unknown","6.84","","[M+H]+ 783.989 [M+H]+ 783.989","Unknown","15","unknown","unknown",0.0129929001894923,0.0129929001894923,NA,3769149.14642898,11959578.1185294,3250348.20644365,11000902.1072769,1,4,2612138.81455866,3527413.55289461,5963761.35826996,2973282.85999269,17013717.6284516,11637739.5747255,10364064.6398283,8822790.63111224
"445",225.1777,"Unknown","5.83","[10][M]+","[M+H]+ 224.171","Unknown","1","unknown","unknown",0.699521007272683,0.699521007272683,NA,357970726.441795,261729777.827709,184787511.230762,166270010.951364,3,4,962482343.937481,99825539.3681758,258004810.713006,111570211.748518,191866630.584454,601527394.553217,140673391.318274,112851694.85489
"446",184.0726,"Unknown","6.87","","","Unknown","3","unknown","unknown",0.822903153620313,0.822903153620313,NA,21459367.0425336,20477111.275155,20409040.5952232,22629590.6510716,4,4,19623981.811753,27920143.3224924,17099243.6571957,21194099.3786935,21532224.1147512,26196346.711659,23726957.1873921,10452917.0868179
"447",787.9754,"Unknown","6.83","","[M+Na]+ 764.987","Unknown","15","unknown","unknown",0.480850156543653,0.480850156543653,NA,2511399.97445769,2093341.94805816,2761664.56881553,2231265.44811689,4,3,3131780.23310287,2484215.34496788,1390490.52709684,3039113.79266319,1029104.04559456,2881732.8504043,2203302.04090387,2259228.85532992
"448",796.0164,"Unknown","6.82","","","Unknown","15","unknown","unknown",0.808819263784161,0.808819263784161,NA,2731611.482004,2877607.09309024,3012862.10049806,2800928.96769815,4,4,3049875.86089683,2975848.3400993,1341438.28075418,3559283.44626571,3702694.92503954,2701641.0014809,2900216.93391541,2205875.51192513
"449",804.5295,"Unknown","6.82","[174][M]+","[M+NH4]+ 786.497","Unknown","15","unknown","unknown",0.416702647312062,0.416702647312062,NA,81697636.0910757,39637702.2970714,73201799.4660225,1499410.81606787,4,1,23623599.9040026,55301662.5181437,156763345.528255,91101936.4139012,1238814.45555097,155114532.009435,1760007.17658477,437455.54671467
"450",805.0233,"Unknown","6.83","[175][M]+","[M+K]+ 766.064 [M+Na]+ 782.038 [M+NH4]+ 786.993 [M+H]+ 804.02","Unknown","15","unknown","unknown",0.479005458605508,0.479005458605508,NA,14978687.5495139,19109365.3090766,16296833.1232943,18043437.4914368,3,4,3716697.55533414,23604386.3961327,11339673.7772065,21253992.4693821,26941470.8363216,17805205.5860223,18281669.3968513,13409115.4171113
"451",805.0309,"Unknown","6.82","","[M+K]+ 766.064 [M+Na]+ 782.038 [M+NH4]+ 786.993 [M+H]+ 804.02","Unknown","15","unknown","unknown",0.992098702376511,0.992098702376511,NA,19753059.3989718,19795246.489093,21007806.3867813,18671424.6428794,4,4,19566432.527746,25145751.4231465,11850873.399178,22449180.2458167,27864289.3018468,18471801.893726,18871047.3920327,13973847.3687666
"452",806.0351,"Unknown","6.82","[175][M+1]+","","Unknown","15","unknown","unknown",0.76498589987109,0.76498589987109,NA,2937327.94066067,3150651.78028069,2938718.72421469,3152082.28883848,4,4,2945424.39311397,3737189.06644944,2134685.24776386,2932013.05531541,4569693.30101531,2906304.58260503,3397859.99507192,1728749.2424305
"453",807.0029,"Unknown","6.83","","","Unknown","15","unknown","unknown",0.133499013618336,0.133499013618336,NA,5449156.24594804,12072575.3973247,2541278.72619207,11820176.7044236,1,4,3234107.75192291,14884876.2165065,1848449.70046122,1829191.31490147,16945587.4575422,11455122.3550023,12185231.053845,7704360.72290941
"454",808.0105,"Unknown","6.83","[175][M+2]+","","Unknown","15","unknown","unknown",0.750654756796318,0.750654756796318,NA,4647019.21613649,5013392.36068584,4986243.6449784,4723990.3655276,4,4,5561724.44759765,4899904.46563428,3053865.12699149,5072582.82432252,7568961.24723212,4675426.8017833,4772553.9292719,3036627.46445602
"455",809.4876,"Unknown","6.82","","[M+Na]+ 786.497","Unknown","15","unknown","unknown",0.331454179570797,0.331454179570797,NA,2747122.07345867,3796964.90716094,3315873.26941331,3688276.93878805,3,4,3826385.79802276,3435743.47502149,530355.956985298,3196003.06380513,5424735.99059889,3245691.51843126,4130862.35914484,2386569.76046876
"456",810.0155,"Unknown","6.82","","","Unknown","15","unknown","unknown",0.00370509407061178,0.00370509407061178,NA,376619.085868971,2117251.74926344,146056.952118798,2143058.97582882,1,4,85624.9324367841,72516.3370324572,1141846.10220583,206488.971800811,2296913.45801865,2247045.45979217,2039072.49186548,1885975.58737747
"457",219.2106,"Unknown","6.87","","","Unknown","3","unknown","unknown",0.0844787989784867,0.0844787989784867,NA,1054549.44039289,438550.182680408,912544.413216179,394649.647982326,4,2,738054.67617899,1655054.25896022,1050124.866072,774963.960360353,151509.867371877,33582.6420018306,931318.792755149,637789.428592775
"458",818.0299,"Unknown","6.82","","","Unknown","15","unknown","unknown",0.359606766822445,0.359606766822445,NA,2559752.8231742,1861328.97410909,2462316.97230051,2123520.18981015,4,3,2342728.55969507,2581905.38490595,1676934.69058913,3637442.65750663,2856435.6497413,2585370.23797469,341839.867074756,1661670.1416456
"459",826.5352,"825.530884","6.82","[177][M]+","[M+NH4]+ 808.506"," PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) ","15","Blood","HMDB08255 ",0.414750091394056,0.414750091394056,NA,21191865.2237212,16380376.7582514,22507559.4537575,16625449.1865206,4,3,20197714.1727172,25213500.4754445,14538841.5119251,24817404.7347978,27437932.8518093,19355614.0363784,4832675.80815521,13895284.3366628
"460",826.5352,"825.530884","6.82","[177][M]+","[M+NH4]+ 808.506"," PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)) ","15","Blood","HMDB08511 ",0.414750091394056,0.414750091394056,NA,21191865.2237212,16380376.7582514,22507559.4537575,16625449.1865206,4,3,20197714.1727172,25213500.4754445,14538841.5119251,24817404.7347978,27437932.8518093,19355614.0363784,4832675.80815521,13895284.3366628
"461",826.5352,"825.530884","6.82","[177][M]+","[M+NH4]+ 808.506"," PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z)) ","15","Blood","HMDB08733 ",0.414750091394056,0.414750091394056,NA,21191865.2237212,16380376.7582514,22507559.4537575,16625449.1865206,4,3,20197714.1727172,25213500.4754445,14538841.5119251,24817404.7347978,27437932.8518093,19355614.0363784,4832675.80815521,13895284.3366628
"462",827.5456,"Unknown","6.82","[177][M+1]+","","Unknown","15","unknown","unknown",0.266010017953933,0.266010017953933,NA,7129628.295692,9641623.27593506,7575186.74065298,9302138.23085289,3,4,8887802.65085911,10529519.7672347,6262570.83044685,2838619.93422734,12650254.6397138,8901777.67696157,9702498.7847442,7311962.00232069
"463",828.056,"Unknown","6.83","","","Unknown","15","unknown","unknown",0.165150559415342,0.165150559415342,NA,1323312.20384077,2945585.8285823,647014.097884174,3134005.07841167,1,4,79044.3361830361,3920176.28341171,473463.495790064,820564.699978283,3698569.07228081,2985737.03253428,3282273.12428906,1815764.08522506
"464",829.0239,"Unknown","6.81","[179][M]+","[M+NH4+HCOOH]+ 764.987","Unknown","15","unknown","unknown",0.243694394764789,0.243694394764789,NA,7356949.03950591,11499839.7242743,7746747.6176137,11358584.3939939,2,4,12009282.0338551,3783075.68708293,1925018.88894117,11710419.5481445,15892250.8721897,11074747.7026947,11642421.0852931,7389939.2369195
"465",830.0219,"Unknown","6.82","[179][M+1]+","","Unknown","15","unknown","unknown",0.773074632462162,0.773074632462162,NA,4574852.32344844,4179448.27594129,4875495.18411702,4553794.90422421,4,3,5325352.82794647,5450578.43124563,3097840.4943141,4425637.54028757,6605998.26208812,4360818.85175442,4746770.95669401,1004205.03322863
"466",831.4989,"Unknown","6.82","","[M+Na]+ 808.506","Unknown","15","unknown","unknown",0.211796041579621,0.211796041579621,NA,2007645.63911683,3518064.04729583,1428535.15442021,3242563.9846424,2,4,4389474.94157546,952240.838167963,1904829.47067245,784037.30605146,5413903.16248705,3395448.74053276,3089679.22875204,2173225.05741146
"467",833.5326,"Unknown","6.82","","","Unknown","15","unknown","unknown",0.114209499904815,0.114209499904815,NA,1388715.06192234,4850733.92842593,900437.115103469,3545047.1093465,1,4,837331.833171194,3753986.01748242,0,963542.397035744,9502425.99104053,4002682.16208328,3087412.05660973,2810415.50397019
"468",237.2211,"Unknown","6.87","","[M+H]+ 236.214","Unknown","3","unknown","unknown",0.156441290746321,0.156441290746321,NA,2269643.45727031,1588770.97761788,1990152.01248435,1592769.73273298,4,4,1890562.92460957,3336998.79666795,2089741.10035914,1761271.00744458,1259017.59298572,1674058.94688616,1910526.85201984,1511480.5185798
"469",849.5591,"Unknown","6.81","[180][M]2+","","Unknown","15","unknown","unknown",0.209045242101781,0.209045242101781,NA,8825891.77540172,4756424.33158403,9730438.80444923,2532142.65392537,4,1,9386467.57380921,10074410.0350893,5645306.73087524,10197382.7618332,12258337.5459956,2493603.02416618,2570682.28368456,1703074.47248974
"470",850.054,"Unknown","6.81","[180][M+1]2+","","Unknown","15","unknown","unknown",0.0188450125113286,0.0188450125113286,NA,3157736.74221218,1453221.97144564,3332852.09061836,1283971.15295105,4,2,3364628.73546982,3631610.40553901,2333632.38207298,3301075.4457669,993211.714900964,2585467.90074764,659477.679132802,1574730.59100114
"471",856.0466,"Unknown","6.81","","[M+K]+ 817.09","Unknown","15","unknown","unknown",0.445205631874913,0.445205631874913,NA,2056738.47691904,2689867.36386868,2593226.55693882,2708042.30078505,3,4,2290895.60773505,3030846.76996528,9654.02383325166,2895557.50614258,3234095.89843381,2910402.40011893,2505682.20145117,2109288.95547083
"472",856.0549,"Unknown","6.81","","[M+K]+ 817.09","Unknown","15","unknown","unknown",0.156695999378386,0.156695999378386,NA,1291596.32636148,2614926.07757037,1153104.3125734,2629909.79060119,2,4,2190995.40724141,115213.217905393,61252.6064172685,2798924.07388184,3149910.33637768,2848322.54979288,2411497.0314095,2049974.39270142
"473",862.0654,"Unknown","6.81","","[M+2Na-H]+ 817.09","Unknown","15","unknown","unknown",0.00503481616580108,0.00503481616580108,NA,379902.040875592,1523010.63913537,286010.060634239,1617358.7155211,1,4,20322.8814492822,142025.09527817,927265.160784606,429995.025990307,1689687.59774764,1545029.83329456,1799737.79255673,1057587.33294255
"474",870.5641,"Unknown","6.8","[183][M]2+","","Unknown","15","unknown","unknown",0.379948430371661,0.379948430371661,NA,11275574.5676326,16063334.3024809,11592459.6864989,15631548.7489365,2,4,4475530.45383742,18709388.9191603,3103596.96548588,18813781.9320467,22253925.1487675,16102493.0484869,15160604.4493861,10736314.5632831
"475",871.0638,"Unknown","6.81","[183][M+1]2+","","Unknown","15","unknown","unknown",0.116231263400514,0.116231263400514,NA,7278272.07570544,14969493.7622803,4428466.77359935,14483356.5843958,1,4,4032614.40170392,17433224.1385191,2822930.61710397,4824319.14549478,20905128.1802936,14096490.2336586,14870222.935133,10006133.7000358
"476",872.0732,"Unknown","6.8","[183][M+2]+","","Unknown","15","unknown","unknown",0.47527626253439,0.47527626253439,NA,2110124.50648702,2574550.19180197,2235234.5011312,2428941.8660709,3,4,2788081.48411281,953006.762207878,1682387.5181496,3017022.26147779,3578261.39015266,2253784.20237323,2604099.52976857,1862055.64491343
"477",872.0824,"Unknown","6.8","","","Unknown","15","unknown","unknown",0.595303167385539,0.595303167385539,NA,2101775.46709629,2470143.68474149,2141734.54853618,2336087.90281609,3,4,2682470.20340329,3291904.15501243,1600998.89366906,831728.616300386,3409237.59598171,2120694.25870346,2551481.54692873,1799161.33735204
"478",873.0586,"Unknown","6.81","[183][M+2]+","","Unknown","15","unknown","unknown",0.680322055247689,0.680322055247689,NA,7243545.40564697,6710187.98230167,7580652.58848925,6201143.88744712,4,4,7314044.38287351,7847260.794105,5187723.68596154,8625152.75964783,9511684.47673446,6334949.46038114,6067338.3145131,4926779.67757796
"479",239.1487,"Unknown","6.93","","","Unknown","3","unknown","unknown",0.886144636915314,0.886144636915314,NA,18464030.6832543,19406809.1528559,19508313.4034201,16784012.5018063,4,4,18558748.3425912,20457878.4642491,23343361.3919465,11496134.5342305,13874702.6761959,19693322.3274167,8998454.97980552,35060756.6280056
"480",873.5439,"Unknown","6.8","","","Unknown","15","unknown","unknown",0.628049881383554,0.628049881383554,NA,16616436.8823861,12353159.4596337,17960859.0902873,8571102.38149183,3,4,28272725.4166435,7854301.99091271,2271303.93232639,28067416.189662,26655935.9476384,8641309.90272366,8500894.86026001,5614497.12791289
"481",874.0457,"Unknown","6.81","[183][M+3]+","","Unknown","15","unknown","unknown",0.854416662039804,0.854416662039804,NA,3083206.92051557,2876655.74069066,3399893.36112777,2526899.75340678,4,3,3445202.46809635,3511811.15487109,2021229.80493567,3354584.25415918,5572766.58752198,2880891.35996336,880056.868427105,2172908.14685021
"482",878.0622,"Unknown","6.8","","","Unknown","15","unknown","unknown",0.56309149560437,0.56309149560437,NA,1756652.24075713,2161178.99692143,2216907.21474555,1964319.57118252,3,4,2385932.0239972,2047882.40549389,38780.7600713968,2554013.77346604,2967917.13170349,1803140.74372688,2125498.39863816,1748159.71361719
"483",892.5732,"Unknown","6.8","[185][M]2+","","Unknown","15","unknown","unknown",0.768807912556133,0.768807912556133,NA,11636243.5943394,12720624.5483616,14422168.8652924,12547525.0527218,3,4,13860729.1847183,15131393.9144808,2569242.73229207,14983608.5458665,17056592.5968483,12877679.1618901,12217370.9435534,8730855.49115475
"484",892.5825,"Unknown","6.8","[186][M]2+","","Unknown","15","unknown","unknown",0.459985800857175,0.459985800857175,NA,11144436.5598777,13683145.4340186,11975485.2923897,13553930.4592572,3,4,14549086.282606,16075712.2046523,9401884.30217338,4551063.45007912,18260913.7367704,13407514.3180736,13700346.6004408,9363807.08078962
"485",892.5993,"Unknown","6.79","","","Unknown","15","unknown","unknown",0.3434507602171,0.3434507602171,NA,10906122.6783753,6692709.89911417,11759470.6436606,5845071.20318955,4,2,11216520.6096602,12372866.0308226,7732683.39535713,12302420.6776611,14736469.5225217,11209313.5218344,480828.884544672,344227.667555892
"486",893.0743,"Unknown","6.8","[185][M+1]2+","","Unknown","15","unknown","unknown",0.813073406393537,0.813073406393537,NA,10461364.020592,11263109.9710584,12635467.6556059,10584583.1812518,3,4,11960044.2466806,14245296.9778511,2329223.79330499,13310891.0645313,15898532.2652852,10580427.4996179,10588738.8628857,7984741.25644477
"487",893.0834,"Unknown","6.8","[186][M+1]2+","","Unknown","15","unknown","unknown",0.548978378755017,0.548978378755017,NA,10337705.8757443,12289409.0541143,10914410.5460323,11624783.5644478,3,4,12913326.270266,15479360.4596742,8915494.82179854,4042641.95123855,17163583.9953044,11517682.8879137,11731884.2409819,8744485.0922571
"488",894.095,"Unknown","6.8","[186][M+2]+","","Unknown","15","unknown","unknown",0.352050409852006,0.352050409852006,NA,2471811.26696919,1909009.9164544,2377629.81551223,1920644.16899647,4,3,2225930.40908949,2529329.22193497,1854377.98473602,3277607.45211627,3018848.48112019,1803394.99635075,775902.846704476,2037893.34164218
"489",895.0641,"Unknown","6.81","[187][M]+","[3M+K]+ 285.365","Unknown","15","unknown","unknown",0.0133567972051415,0.0133567972051415,NA,1498931.30167115,5687339.42943539,1600339.58597064,5779393.89833768,0,4,1646013.25907291,1748712.60207315,1046333.43267015,1554665.91286836,7620955.67071315,5882833.09454113,5675954.70213422,3569614.25035307
"490",254.248,"Unknown","6.88","","[M+NH4]+ 236.214","Unknown","3","unknown","unknown",0.157154959388381,0.157154959388381,NA,49377222.7888435,37223938.5375365,45106498.5738332,37375748.9775637,4,4,41228874.9544247,67790882.813167,48984122.1932417,39505011.1945405,30958946.7280048,37855036.776342,43185309.4670138,36896461.1787855
"491",896.062,"Unknown","6.8","[187][M+1]+","","Unknown","15","unknown","unknown",0.50822311205602,0.50822311205602,NA,2634522.50828483,1991397.02281433,2615134.17264866,1914851.47870667,4,2,2480148.76859595,3444410.43757873,1863411.25026328,2750119.57670138,3622611.16111564,3189277.66835795,640425.289055393,513273.972728321
